no	effector	l1	l2	p.value
"388"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"389"	"avrPto"	-86.887975	-81.663836	10.448278	0.0335169539380139
"390"	"avrRpm"	-80.74256	-78.979414	3.526292	0.47389186589314
"391"	"avrRps4"	-76.409386	-73.466794	5.885184	0.207888453377529
"392"	"avrRpt2"	-50.977588	-50.370009	1.215158	0.875596702400324
"393"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"394"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"395"	"hopAB"	-86.238309	-78.599384	15.27785	0.00415830871520528
"396"	"hopAD"	-39.664812	-39.433145	0.463334	0.97697084998617
"397"	"hopAE"	-79.711518	-76.377869	6.667298	0.154549771683165
"398"	"hopAF"	-104.844268	-99.369972	10.948592	0.0271478853256355
"399"	"hopAG"	-66.818747	-64.625647	4.3862	0.35625526511136
"400"	"hopAH"	-55.769689	-53.971942	3.595494	0.463507575691967
"401"	"hopAI"	-60.369009	-58.108156	4.521706	0.339981463353827
"402"	"hopAL"	-53.692517	-51.723106	3.938822	0.414348702397078
"403"	"hopAM"	-52.902758	-51.810076	2.185364	0.701709693086181
"404"	"hopAO"	-69.468744	-66.62902	5.679448	0.224400357772448
"405"	"hopAQ"	-39.664812	-39.437839	0.453946	0.977826683972932
"406"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"407"	"hopAS"	-56.806437	-54.903412	3.80605	0.432889966065945
"408"	"hopAT"	-77.775445	-75.742726	4.065438	0.397222213507547
"409"	"hopAU"	-50.368089	-49.546865	1.642448	0.8011434995307
"410"	"hopAV"	-67.008293	-64.479093	5.0584	0.281357610470937
"411"	"hopAW"	-57.535763	-55.975115	3.121296	0.537735944632847
"412"	"hopAX"	-48.062667	-47.243629	1.638076	0.801933004546576
"413"	"hopAY"	-99.399526	-96.523053	5.752946	0.218373740009311
"414"	"hopAZ"	-97.305653	-96.211932	2.187442	0.701329026838464
"415"	"hopBA"	-56.758852	-55.319391	2.878922	0.578287640173239
"416"	"hopBB"	-76.42517	-71.532451	9.785438	0.0442012823014783
"417"	"hopBC"	-55.903204	-54.450046	2.906316	0.573623612055528
"418"	"hopBD"	-75.964314	-72.727496	6.473636	0.166459126830548
"419"	"hopBE"	-48.566361	-46.038901	5.05492	0.281708639675648
"420"	"hopBF"	-84.05626	-69.107031	29.898458	5.13300905405854e-06
"421"	"hopBG"	-39.624522	-39.158877	0.93129	0.920029465821434
"422"	"hopBH"	-43.955988	-43.329757	1.252462	0.869387852726559
"423"	"hopBI"	-55.395777	-54.060012	2.67153	0.614205608633369
"424"	"hopBJ"	-35.022757	-34.977165	0.091184	0.998991740824397
"425"	"hopBK"	-49.271546	-48.62879	1.285512	0.86382879754798
"426"	"hopBL"	-56.57954	-54.638529	3.882022	0.422207829077996
"427"	"hopB"	-58.450129	-57.274067	2.352124	0.671295951584688
"428"	"hopC"	-57.268023	-55.1284	4.279246	0.369531138194421
"429"	"hopD"	-72.281583	-69.55025	5.462666	0.243030711821114
"430"	"hopE"	-63.300446	-62.992238	0.616416	0.961222143341594
"431"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"432"	"hopG"	-67.677583	-65.600435	4.154296	0.385526708349545
"433"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"434"	"hopI"	-46.891243	-46.270499	1.241488	0.871221789367531
"435"	"hopK"	-39.664812	-39.431892	0.46584	0.976740119953708
"436"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"437"	"hopN"	-51.850712	-51.206199	1.289026	0.863234664039091
"438"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"439"	"hopQ"	-71.010277	-68.265103	5.490348	0.240579201818313
"440"	"hopR"	-71.972372	-69.138975	5.666794	0.225452531676553
"441"	"hopS"	-42.011965	-41.853604	0.316722	0.98870929880138
"442"	"hopT"	-62.52055	-60.385875	4.26935	0.37077884488383
"443"	"hopU"	-41.658934	-41.018431	1.281006	0.864589805454907
"444"	"hopV"	-58.191609	-54.792897	6.797424	0.146988602503149
"445"	"hopW"	-71.067845	-68.695933	4.743824	0.314606679307444
"446"	"hopX"	-105.17302	-104.577068	1.191904	0.87942976434439
"447"	"hopY"	-37.690755	-37.582828	0.215854	0.99457845160736
"448"	"hopZ"	-96.858463	-93.725968	6.26499	0.180213384779782
"449"	"avrA"	-54.343394	-51.561925	5.562938	0.234252322913892
"450"	"avrB"	-91.525608	-87.204345	8.642526	0.0706828493606858
"451"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"452"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"453"	"avrPto"	-86.887975	-81.469855	10.83624	0.028467426929883
"454"	"avrRpm"	-80.74256	-78.979372	3.526376	0.473879165737581
"455"	"avrRps4"	-76.409386	-73.466801	5.88517	0.207889539497065
"456"	"avrRpt2"	-50.977588	-50.36463	1.225916	0.873813563955155
"457"	"hopA1"	-91.697977	-90.265386	2.865182	0.580634356187818
"458"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"459"	"hopAB"	-86.238309	-78.57228	15.332058	0.00405981314317309
"460"	"hopAD"	-39.664812	-39.431069	0.467486	0.976588051709185
"461"	"hopAE"	-79.711518	-76.378175	6.666686	0.154586155013308
"462"	"hopAF"	-100.815911	-101.427813	-1.223804	1
"463"	"hopAG"	-66.818747	-64.645969	4.345556	0.361255268644385
"464"	"hopAH"	-55.769689	-53.91115	3.717078	0.445646899870425
"465"	"hopAI"	-60.369009	-58.108157	4.521704	0.339981699073844
"466"	"hopAL"	-53.692517	-51.703401	3.978232	0.408959844083205
"467"	"hopAM"	-52.902758	-51.806093	2.19333	0.700250596594546
"468"	"hopAO"	-69.468744	-66.703487	5.530514	0.237060266584829
"469"	"hopAQ"	-39.664812	-39.431802	0.46602	0.976723510407274
"470"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"471"	"hopAS"	-56.806437	-54.985356	3.642162	0.45659392256493
"472"	"hopAT"	-77.775445	-75.769702	4.011486	0.404453620457934
"473"	"hopAU"	-50.368159	-49.554869	1.62658	0.804007143297207
"474"	"hopAV"	-67.008293	-64.477832	5.060922	0.28110344585425
"475"	"hopAW"	-57.535763	-55.965632	3.140262	0.534633331022446
"476"	"hopAX"	-48.062667	-47.241275	1.642784	0.801082808319908
"477"	"hopAY"	-99.399526	-96.500659	5.797734	0.214771415127198
"478"	"hopAZ"	-97.305653	-96.333325	1.944656	0.745937524913395
"479"	"hopBA"	-56.758852	-55.319928	2.877848	0.578470896851261
"480"	"hopBB"	-76.42517	-71.515458	9.819424	0.0435818325222597
"481"	"hopBC"	-55.903204	-54.449331	2.907746	0.573380687204725
"482"	"hopBD"	-75.964314	-72.708146	6.512336	0.164014773146142
"483"	"hopBE"	-48.560097	-46.122958	4.874278	0.300442298813558
"484"	"hopBF"	-84.05626	-69.134753	29.843014	5.2681243832863e-06
"485"	"hopBG"	-39.624522	-39.21897	0.811104	0.936953249489062
"486"	"hopBH"	-43.955988	-43.327908	1.25616	0.868768494603207
"487"	"hopBI"	-55.395777	-54.058319	2.674916	0.613611071305501
"488"	"hopBJ"	-35.010327	-34.937172	0.14631	0.997451161833744
"489"	"hopBK"	-49.271546	-48.63933	1.264432	0.867380612357372
"490"	"hopBL"	-56.57954	-54.619236	3.920608	0.416857003093232
"491"	"hopB"	-58.450129	-57.282095	2.336068	0.67421027643255
"492"	"hopC"	-57.268023	-55.125903	4.28424	0.368902731979441
"493"	"hopD"	-72.281583	-69.564982	5.433202	0.245663771841422
"494"	"hopE"	-63.300446	-62.992244	0.616404	0.961223502090475
"495"	"hopF"	-78.609322	-74.585761	8.047122	0.0898672268421099
"496"	"hopG"	-67.677583	-65.619539	4.116088	0.39052296426004
"497"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"498"	"hopI"	-46.891243	-46.262585	1.257316	0.868574742963184
"499"	"hopK"	-39.664812	-39.430583	0.468458	0.976498059009255
"500"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"501"	"hopN"	-51.850712	-51.206244	1.288936	0.863249888094853
"502"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"503"	"hopQ"	-71.010277	-68.374336	5.271882	0.260520676015069
"504"	"hopR"	-71.972372	-69.083353	5.778038	0.216349081173803
"505"	"hopS"	-42.011965	-41.853946	0.316038	0.988755484132689
"506"	"hopT"	-62.52055	-60.385793	4.269514	0.370758140677913
"507"	"hopU"	-41.658934	-41.017403	1.283062	0.864242691178931
"508"	"hopV"	-58.191609	-54.802219	6.77878	0.148050812752739
"509"	"hopW"	-71.067845	-68.711417	4.712856	0.31804872433829
"510"	"hopX"	-105.17302	-104.577067	1.191906	0.879429435952242
"511"	"hopY"	-37.622661	-37.631426	-0.01753	1
"512"	"hopZ"	-96.858463	-93.728595	6.259736	0.180572565910245
"513"	"avrA"	-54.343394	-51.545977	5.594834	0.231518405958655
"514"	"avrB"	-91.525608	-87.133697	8.783822	0.0667359739106744
"515"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"516"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"517"	"avrPto"	-86.887975	-81.687913	10.400124	0.0342009209128787
"518"	"avrRpm"	-80.74256	-78.98089	3.52334	0.474338332249903
"519"	"avrRps4"	-76.409386	-73.466801	5.88517	0.207889539497065
"520"	"avrRpt2"	-50.977588	-50.37063	1.213916	0.875802167933629
"521"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"522"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"523"	"hopAB"	-86.238309	-78.608765	15.259088	0.00419294329240182
"524"	"hopAD"	-39.664812	-39.431767	0.46609	0.976717049810105
"525"	"hopAE"	-79.711518	-76.377931	6.667174	0.154557142839458
"526"	"hopAF"	-100.815911	-101.622867	-1.613912	1
"527"	"hopAG"	-66.818747	-64.65419	4.329114	0.363293612206828
"528"	"hopAH"	-55.769689	-53.976347	3.586684	0.464820824385327
"529"	"hopAI"	-60.369009	-58.108648	4.520722	0.340097453481237
"530"	"hopAL"	-53.692517	-51.538769	4.307496	0.365987385071421
"531"	"hopAM"	-52.902758	-51.803544	2.198428	0.699317086362998
"532"	"hopAO"	-69.468744	-66.736226	5.465036	0.24281998149491
"533"	"hopAQ"	-39.664812	-39.439867	0.44989	0.978192248682394
"534"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"535"	"hopAS"	-56.806437	-54.90191	3.809054	0.432463890757956
"536"	"hopAT"	-77.775445	-75.765158	4.020574	0.403228622279781
"537"	"hopAU"	-50.368153	-49.530904	1.674498	0.795344713940701
"538"	"hopAV"	-67.008293	-64.478176	5.060234	0.28117276257681
"539"	"hopAW"	-57.535763	-55.986682	3.098162	0.541534719167647
"540"	"hopAX"	-48.062667	-47.245018	1.635298	0.802434463934444
"541"	"hopAY"	-99.399526	-96.501158	5.796736	0.214851111374402
"542"	"hopAZ"	-97.305653	-96.369505	1.872296	0.759232239277323
"543"	"hopBA"	-56.758852	-55.318728	2.880248	0.578061426165289
"544"	"hopBB"	-76.42517	-71.505089	9.840162	0.0432079458572251
"545"	"hopBC"	-55.903204	-54.450114	2.90618	0.573646718219643
"546"	"hopBD"	-75.964314	-72.690345	6.547938	0.161794851293609
"547"	"hopBE"	-48.561069	-46.076975	4.968188	0.290577208250788
"548"	"hopBF"	-84.05626	-69.062299	29.987922	4.92222552868536e-06
"549"	"hopBG"	-39.624522	-39.178419	0.892206	0.925676323757898
"550"	"hopBH"	-43.955988	-43.319806	1.272364	0.866046634798379
"551"	"hopBI"	-55.395777	-54.064793	2.661968	0.615885934428782
"552"	"hopBJ"	-35.011255	-34.869593	0.283324	0.99086507472366
"553"	"hopBK"	-49.271546	-48.631216	1.28066	0.86464820093895
"554"	"hopBL"	-56.57954	-54.558432	4.042216	0.400322683442367
"555"	"hopB"	-58.450129	-57.266819	2.36662	0.668667785365264
"556"	"hopC"	-57.268023	-55.120384	4.295278	0.367516761441245
"557"	"hopD"	-72.281583	-69.527603	5.50796	0.239030674642821
"558"	"hopE"	-63.300446	-62.992248	0.616396	0.961224407912896
"559"	"hopF"	-78.609322	-74.585773	8.047098	0.0898680905829489
"560"	"hopG"	-67.677583	-65.620876	4.113414	0.390874474632725
"561"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"562"	"hopI"	-46.891243	-45.932299	1.917888	0.750858209385558
"563"	"hopK"	-39.664812	-39.427337	0.47495	0.975893334695211
"564"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"565"	"hopN"	-51.850712	-51.206401	1.288622	0.863303000173976
"566"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"567"	"hopQ"	-71.010277	-68.302912	5.41473	0.247327077405871
"568"	"hopR"	-71.972372	-69.126404	5.691936	0.223366206413486
"569"	"hopS"	-42.011965	-41.853738	0.316454	0.988727404823119
"570"	"hopT"	-62.52055	-60.385791	4.269518	0.370757635708555
"571"	"hopU"	-41.658934	-41.023343	1.271182	0.866245612804279
"572"	"hopV"	-58.191609	-54.757035	6.869148	0.142966857264302
"573"	"hopW"	-71.067845	-68.762106	4.611478	0.329532943064368
"574"	"hopX"	-105.17302	-104.577065	1.19191	0.879428779167279
"575"	"hopY"	-37.616505	-37.609787	0.013436	0.999977535048375
"576"	"hopZ"	-96.858463	-93.730054	6.256818	0.180772327740376
"577"	"avrA"	-54.343394	-53.315263	2.056262	0.725411411674024
"578"	"avrB"	-91.525608	-87.139069	8.773078	0.0670285965580607
"579"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"580"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"581"	"avrPto"	-86.887975	-81.66009	10.45577	0.033411731064318
"582"	"avrRpm"	-80.74256	-78.978972	3.527176	0.473758223445749
"583"	"avrRps4"	-76.409386	-73.466796	5.88518	0.207888763696884
"584"	"avrRpt2"	-50.977588	-50.368838	1.2175	0.875209038449412
"585"	"hopA1"	-91.697977	-90.265397	2.86516	0.580638117585554
"586"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"587"	"hopAB"	-86.238309	-78.538186	15.400246	0.00393916764143968
"588"	"hopAD"	-39.664812	-39.432451	0.464722	0.976843173419494
"589"	"hopAE"	-79.711518	-76.377744	6.667548	0.154534911453633
"590"	"hopAF"	-104.844268	-101.455329	6.777878	0.148102379976582
"591"	"hopAG"	-66.818747	-64.595767	4.44596	0.349003404230679
"592"	"hopAH"	-55.769689	-53.956601	3.626176	0.458954047802116
"593"	"hopAI"	-60.369009	-58.15886	4.420298	0.352102959881685
"594"	"hopAL"	-53.692517	-51.492356	4.400322	0.354530862004038
"595"	"hopAM"	-52.902758	-51.814355	2.176806	0.703277772363326
"596"	"hopAO"	-69.468744	-66.539283	5.858922	0.209934703222359
"597"	"hopAQ"	-39.664812	-39.43722	0.455184	0.977714598570066
"598"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"599"	"hopAS"	-56.806437	-54.954711	3.703452	0.447624049097352
"600"	"hopAT"	-77.775445	-75.77947	3.99195	0.407096394996497
"601"	"hopAU"	-50.370055	-49.543737	1.652636	0.79930228001485
"602"	"hopAV"	-67.008293	-64.478271	5.060044	0.281191907817645
"603"	"hopAW"	-57.535763	-55.951824	3.167878	0.530134770303297
"604"	"hopAX"	-48.062667	-47.236355	1.652624	0.799304449880486
"605"	"hopAY"	-99.399526	-96.500913	5.797226	0.21481197869941
"606"	"hopAZ"	-97.305653	-96.119869	2.371568	0.667771369177495
"607"	"hopBA"	-56.758852	-55.319712	2.87828	0.578397181057645
"608"	"hopBB"	-76.42517	-71.53953	9.77128	0.0444618165085338
"609"	"hopBC"	-55.903204	-54.44855	2.909308	0.573115400478397
"610"	"hopBD"	-75.964314	-72.724921	6.478786	0.166131954232214
"611"	"hopBE"	-48.558731	-45.990172	5.137118	0.273515461383786
"612"	"hopBF"	-84.05626	-69.134263	29.843994	5.26570568694541e-06
"613"	"hopBG"	-39.624522	-39.162123	0.924798	0.920976496966482
"614"	"hopBH"	-43.955988	-43.323406	1.265164	0.867257635084315
"615"	"hopBI"	-55.395777	-54.062271	2.667012	0.614999304327743
"616"	"hopBJ"	-34.988755	-34.970081	0.037348	0.999827796391875
"617"	"hopBK"	-49.271546	-48.636418	1.270256	0.866401448658437
"618"	"hopBL"	-56.57954	-54.667662	3.823756	0.430383001251682
"619"	"hopB"	-58.450129	-57.277962	2.344334	0.672709485626403
"620"	"hopC"	-57.268023	-55.118669	4.298708	0.367086909785185
"621"	"hopD"	-72.281583	-69.526463	5.51024	0.238830840518085
"622"	"hopE"	-63.300446	-62.992266	0.61636	0.961228484013145
"623"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"624"	"hopG"	-67.677583	-65.602132	4.150902	0.385968529424516
"625"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"626"	"hopI"	-47.078015	-45.933836	2.288358	0.6828894639891
"627"	"hopK"	-39.664812	-39.427821	0.473982	0.975983906171819
"628"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"629"	"hopN"	-51.850712	-51.206205	1.289014	0.863236693935026
"630"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"631"	"hopQ"	-71.010277	-68.300191	5.420172	0.246836046265285
"632"	"hopR"	-71.972372	-69.147578	5.649588	0.226890129342117
"633"	"hopS"	-42.011965	-41.854486	0.314958	0.988828237113673
"634"	"hopT"	-62.52055	-60.385973	4.269154	0.370803590118562
"635"	"hopU"	-41.658934	-41.030397	1.257074	0.86861530890782
"636"	"hopV"	-58.191609	-54.810703	6.761812	0.149023622149415
"637"	"hopW"	-71.067845	-68.815187	4.505316	0.341917605082013
"638"	"hopX"	-105.17302	-104.577067	1.191906	0.879429435952242
"639"	"hopY"	-37.67061	-37.631499	0.078222	0.99925481769089
"640"	"hopZ"	-96.858463	-93.72937	6.258186	0.180678651853892
"641"	"avrA"	-54.343394	-51.503388	5.680012	0.22435356173227
"642"	"avrB"	-91.525608	-87.238768	8.57368	0.0726850695588666
"643"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"644"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"645"	"avrPto"	-86.887975	-81.433756	10.908438	0.0276125479280236
"646"	"avrRpm"	-80.74256	-78.98123	3.52266	0.474441217196006
"647"	"avrRps4"	-76.409386	-73.466794	5.885184	0.207888453377529
"648"	"avrRpt2"	-50.977588	-50.368182	1.218812	0.874991739553276
"649"	"hopA1"	-91.697977	-90.265386	2.865182	0.580634356187818
"650"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"651"	"hopAB"	-86.238309	-78.541863	15.392892	0.00395200764929596
"652"	"hopAD"	-39.664812	-39.439208	0.451208	0.978073736794944
"653"	"hopAE"	-79.711518	-76.377864	6.667308	0.154549177249017
"654"	"hopAF"	-100.815911	-101.341511	-1.0512	1
"655"	"hopAG"	-66.818747	-64.604102	4.42929	0.351014386802892
"656"	"hopAH"	-55.769689	-53.953264	3.63285	0.457967686982649
"657"	"hopAI"	-60.369009	-58.108157	4.521704	0.339981699073844
"658"	"hopAL"	-53.692517	-51.505614	4.373806	0.357774134403919
"659"	"hopAM"	-52.902758	-51.786614	2.232288	0.693122564008234
"660"	"hopAO"	-69.468744	-66.731303	5.474882	0.241946210701159
"661"	"hopAQ"	-39.664812	-39.430862	0.4679	0.976549738990639
"662"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"663"	"hopAS"	-56.806437	-54.927524	3.757826	0.439771410942542
"664"	"hopAT"	-77.775445	-75.729393	4.092104	0.393684412516515
"665"	"hopAU"	-50.368095	-49.546924	1.642342	0.801162645702224
"666"	"hopAV"	-67.008293	-64.477828	5.06093	0.281102639930665
"667"	"hopAW"	-57.535763	-55.975547	3.120432	0.537877537568712
"668"	"hopAX"	-48.062667	-47.243904	1.637526	0.802032297827166
"669"	"hopAY"	-99.399526	-96.52219	5.754672	0.218233938295288
"670"	"hopAZ"	-97.305653	-96.152428	2.30645	0.679594976040005
"671"	"hopBA"	-56.758852	-55.319878	2.877948	0.57845383257806
"672"	"hopBB"	-76.42517	-71.533714	9.782912	0.0442476580548335
"673"	"hopBC"	-55.903204	-54.449985	2.906438	0.573602884884039
"674"	"hopBD"	-75.964314	-72.74472	6.439188	0.168662587217764
"675"	"hopBE"	-48.556088	-46.114578	4.88302	0.299512336655601
"676"	"hopBF"	-84.05626	-69.056026	30.000468	4.89336352812567e-06
"677"	"hopBG"	-39.624522	-39.16563	0.917784	0.921995665616917
"678"	"hopBH"	-43.955988	-43.325472	1.261032	0.867951474481209
"679"	"hopBI"	-55.395777	-54.067041	2.657472	0.61667670650387
"680"	"hopBJ"	-34.967568	-34.979826	-0.024516	1
"681"	"hopBK"	-49.271546	-48.631098	1.280896	0.864608371108177
"682"	"hopBL"	-56.57954	-54.641596	3.875888	0.423063081160471
"683"	"hopB"	-58.450129	-57.265211	2.369836	0.668085111751089
"684"	"hopC"	-57.268023	-55.124054	4.287938	0.368437943126645
"685"	"hopD"	-72.281583	-69.56207	5.439026	0.245141360238002
"686"	"hopE"	-63.300446	-62.992245	0.616402	0.961223728546843
"687"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"688"	"hopG"	-67.677583	-65.610689	4.133788	0.388202302545784
"689"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"690"	"hopI"	-46.891243	-46.268194	1.246098	0.870452122819871
"691"	"hopK"	-39.664812	-39.437912	0.4538	0.977839886891425
"692"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"693"	"hopN"	-51.850712	-51.20623	1.288964	0.863245151762446
"694"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"695"	"hopQ"	-71.010277	-68.335393	5.349768	0.253253976915787
"696"	"hopR"	-71.972372	-69.161537	5.62167	0.229239797014977
"697"	"hopS"	-42.011965	-41.85406	0.31581	0.988770860560281
"698"	"hopT"	-62.52055	-60.385793	4.269514	0.370758140677913
"699"	"hopU"	-41.658934	-41.031821	1.254226	0.869092494784492
"700"	"hopV"	-58.191609	-54.775587	6.832044	0.145034634109784
"701"	"hopW"	-71.067845	-68.782581	4.570528	0.334266404391238
"702"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"703"	"hopY"	-37.688818	-37.562826	0.251984	0.992699206121235
"704"	"hopZ"	-96.858463	-93.7295	6.257926	0.180696452395138
"705"	"avrA"	-54.343394	-51.531004	5.62478	0.228977001422289
"706"	"avrB"	-91.525608	-87.134882	8.781452	0.0668004187149072
"707"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"708"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"709"	"avrPto"	-86.887975	-81.62635	10.52325	0.0324782298810561
"710"	"avrRpm"	-80.74256	-78.978804	3.527512	0.473707433928572
"711"	"avrRps4"	-76.409386	-73.466791	5.88519	0.207887987899264
"712"	"avrRpt2"	-50.977588	-50.368949	1.217278	0.875245797957694
"713"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"714"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"715"	"hopAB"	-86.238309	-78.565647	15.345324	0.00403606036251574
"716"	"hopAD"	-39.664812	-39.437729	0.454166	0.977806782963797
"717"	"hopAE"	-79.711518	-76.37789	6.667256	0.154552268329307
"718"	"hopAF"	-104.844268	-101.482463	6.72361	0.15123520009296
"719"	"hopAG"	-66.818747	-64.602039	4.433416	0.35051578997711
"720"	"hopAH"	-55.769689	-53.959383	3.620612	0.459777489141724
"721"	"hopAI"	-60.369009	-58.108162	4.521694	0.339982877675903
"722"	"hopAL"	-53.692517	-51.722954	3.939126	0.414306932888079
"723"	"hopAM"	-52.902758	-51.795512	2.214492	0.696376986291521
"724"	"hopAO"	-69.468744	-66.745027	5.447434	0.24438885919599
